"filename","starttime","forecasttime","ftype"
"10Sep2001_13.tab",10/9/2001 19:00:00,10/9/2001 13:00:00,"normal"
"11Apr2001_02.tab",11/4/2001 07:00:00,11/4/2001 04:00:00,"normal"
"11Apr2001_14.tab",11/4/2001 19:00:00,11/4/2001 13:00:00,"normal"
"11Apr2002_04.tab",11/4/2002 07:00:00,11/4/2002 04:00:00,"normal"
"11Apr2002_14.tab",11/4/2002 19:00:00,11/4/2002 13:00:00,"normal"
"11Aug2000_11.tab",11/8/2000 19:00:00,11/8/2000 13:00:00,"normal"
"11Aug2000_22.tab",12/8/2000 07:00:00,12/8/2000 04:00:00,"normal"
"11Aug2001_14.tab",11/8/2001 19:00:00,11/8/2001 13:00:00,"normal"
"11Dec2000_14.tab",11/12/2000 18:00:00,11/12/2000 12:00:00,"normal"
"11Dec2001_02.tab",11/12/2001 06:00:00,11/12/2001 03:00:00,"normal"
"11Dec2001_14.tab",11/12/2001 18:00:00,11/12/2001 12:00:00,"normal"
"11Feb2002_04.tab",11/2/2002 06:00:00,11/2/2002 03:00:00,"normal"
"11Feb2002_14.tab",11/2/2002 18:00:00,11/2/2002 12:00:00,"normal"
"11Jan2001_02.tab",11/1/2001 06:00:00,11/1/2001 03:00:00,"normal"
"11Jan2001_13.tab",11/1/2001 18:00:00,11/1/2001 12:00:00,"normal"
"11Jul2000.tab",12/7/2000 07:00:00,12/7/2000 04:00:00,"normal"
"11Jul2001_14.tab",11/7/2001 19:00:00,11/7/2001 13:00:00,"normal"
"11Jun2000.tab",12/6/2000 07:00:00,12/6/2000 04:00:00,"normal"
"11Jun2001_10.tab",11/6/2001 07:00:00,11/6/2001 04:00:00,"normal"
"11Jun2001_13.tab",11/6/2001 19:00:00,11/6/2001 13:00:00,"normal"
"11Mar2001_01.tab",11/3/2001 06:00:00,11/3/2001 03:00:00,"normal"
"11Mar2001_15.tab",11/3/2001 18:00:00,11/3/2001 12:00:00,"normal"
"11Mar2002_04.tab",11/3/2002 06:00:00,11/3/2002 03:00:00,"normal"
"11Mar2002_13.tab",11/3/2002 18:00:00,11/3/2002 12:00:00,"normal"
"11May2001_03.tab",11/5/2001 07:00:00,11/5/2001 04:00:00,"normal"
"11May2001_13.tab",11/5/2001 19:00:00,11/5/2001 13:00:00,"normal"
"11Nov2000_02.tab",11/11/2000 06:00:00,11/11/2000 03:00:00,"normal"
"11Nov2000_15.tab",11/11/2000 18:00:00,11/11/2000 12:00:00,"normal"
"11Nov2001_02.tab",11/11/2001 06:00:00,11/11/2001 03:00:00,"normal"
"11Nov2001_15.tab",11/11/2001 18:00:00,11/11/2001 12:00:00,"normal"
"11Oct2000_03.tab",11/10/2000 07:00:00,11/10/2000 04:00:00,"normal"
"11Oct2000_16.tab",,,"error"
"11Oct2001_02.tab",11/10/2001 07:00:00,11/10/2001 04:00:00,"normal"
"11Oct2001_14.tab",11/10/2001 19:00:00,11/10/2001 13:00:00,"normal"
"11Sep2000_02.tab",11/9/2000 07:00:00,11/9/2000 04:00:00,"normal"
"11Sep2000_14.tab",11/9/2000 19:00:00,11/9/2000 13:00:00,"normal"
"11Sep2001_13.tab",11/9/2001 19:00:00,11/9/2001 13:00:00,"normal"
"12Apr2001_04.tab",12/4/2001 07:00:00,12/4/2001 04:00:00,"normal"
"12Apr2001_13.tab",12/4/2001 19:00:00,12/4/2001 13:00:00,"normal"
"12Apr2002_04.tab",12/4/2002 07:00:00,12/4/2002 04:00:00,"normal"
"12Apr2002_14.tab",12/4/2002 19:00:00,12/4/2002 13:00:00,"normal"
"12Aug2000_11.tab",12/8/2000 19:00:00,12/8/2000 13:00:00,"normal"
"12Aug2000_22.tab",13/8/2000 07:00:00,13/8/2000 04:00:00,"normal"
"12Aug2001_13.tab",12/8/2001 19:00:00,12/8/2001 13:00:00,"normal"
"12Dec2000_03.tab",12/12/2000 06:00:00,12/12/2000 03:00:00,"normal"
"12Dec2000_14.tab",12/12/2000 18:00:00,12/12/2000 12:00:00,"normal"
"12Dec2001_00.tab",12/12/2001 06:00:00,12/12/2001 03:00:00,"normal"
"12Dec2001_13.tab",12/12/2001 18:00:00,12/12/2001 12:00:00,"normal"
"12Feb2002_04.tab",12/2/2002 06:00:00,12/2/2002 03:00:00,"normal"
"12Feb2002_14.tab",12/2/2002 18:00:00,12/2/2002 12:00:00,"normal"
"12Jan2001_02.tab",12/1/2001 06:00:00,12/1/2001 03:00:00,"normal"
"12Jan2001_13.tab",12/1/2001 18:00:00,12/1/2001 12:00:00,"normal"
"12Jul2000.tab",13/7/2000 07:00:00,13/7/2000 04:00:00,"normal"
"12Jul2001_03.tab",12/7/2001 07:00:00,12/7/2001 04:00:00,"normal"
"12Jul2001_13.tab",12/7/2001 19:00:00,12/7/2001 13:00:00,"normal"
"12Jun2000.tab",13/6/2000 07:00:00,13/6/2000 04:00:00,"normal"
"12Jun2001_13.tab",12/6/2001 19:00:00,12/6/2001 13:00:00,"normal"
"12Mar2001_01.tab",12/3/2001 06:00:00,12/3/2001 03:00:00,"normal"
"12Mar2001_15.tab",12/3/2001 18:00:00,12/3/2001 12:00:00,"normal"
"12Mar2002_04.tab",12/3/2002 06:00:00,12/3/2002 03:00:00,"normal"
"12Mar2002_13.tab",12/3/2002 18:00:00,12/3/2002 12:00:00,"normal"
"12May2001_03.tab",12/5/2001 07:00:00,12/5/2001 04:00:00,"normal"
"12May2001_13.tab",12/5/2001 19:00:00,12/5/2001 13:00:00,"normal"
"12Nov2000_02.tab",12/11/2000 06:00:00,12/11/2000 03:00:00,"normal"
"12Nov2000_14.tab",12/11/2000 18:00:00,12/11/2000 12:00:00,"normal"
"12Nov2001_03.tab",12/11/2001 06:00:00,12/11/2001 03:00:00,"normal"
"12Nov2001_14.tab",12/11/2001 18:00:00,12/11/2001 12:00:00,"normal"
"12Oct2000_04.tab",12/10/2000 07:00:00,12/10/2000 04:00:00,"normal"
"12Oct2000_14.tab",12/10/2000 19:00:00,12/10/2000 13:00:00,"normal"
"12Oct2001_03.tab",12/10/2001 07:00:00,12/10/2001 04:00:00,"normal"
"12Oct2001_13.tab",12/10/2001 19:00:00,12/10/2001 13:00:00,"normal"
"12Sep2000_01.tab",12/9/2000 07:00:00,12/9/2000 04:00:00,"normal"
"12Sep2000_15.tab",12/9/2000 19:00:00,12/9/2000 13:00:00,"normal"
"12Sep2001_13.tab",12/9/2001 19:00:00,12/9/2001 13:00:00,"normal"
"13Apr2001_03.tab",13/4/2001 07:00:00,13/4/2001 04:00:00,"normal"
"13Apr2001_14.tab",13/4/2001 19:00:00,13/4/2001 13:00:00,"normal"
"13Apr2002_03.tab",13/4/2002 07:00:00,13/4/2002 04:00:00,"normal"
"13Apr2002_15.tab",13/4/2002 19:00:00,13/4/2002 13:00:00,"normal"
"13Aug2000_11.tab",13/8/2000 19:00:00,13/8/2000 13:00:00,"normal"
"13Aug2000_22.tab",14/8/2000 07:00:00,14/8/2000 04:00:00,"normal"
"13Aug2001_13.tab",13/8/2001 19:00:00,13/8/2001 13:00:00,"normal"
"13Dec2000_02.tab",13/12/2000 06:00:00,13/12/2000 03:00:00,"normal"
"13Dec2000_14.tab",13/12/2000 18:00:00,13/12/2000 12:00:00,"normal"
"13Dec2001_04.tab",13/12/2001 06:00:00,13/12/2001 03:00:00,"normal"
"13Dec2001_15.tab",13/12/2001 18:00:00,13/12/2001 12:00:00,"normal"
"13Feb2002_02.tab",13/2/2002 06:00:00,13/2/2002 03:00:00,"normal"
"13Feb2002_14.tab",13/2/2002 18:00:00,13/2/2002 12:00:00,"normal"
"13Jan2001_02.tab",13/1/2001 06:00:00,13/1/2001 03:00:00,"normal"
"13Jan2001_13.tab",13/1/2001 18:00:00,13/1/2001 12:00:00,"normal"
"13Jul2000.tab",14/7/2000 07:00:00,14/7/2000 04:00:00,"normal"
"13Jul2001_13.tab",13/7/2001 19:00:00,13/7/2001 13:00:00,"normal"
"13Jun2000.tab",14/6/2000 07:00:00,14/6/2000 04:00:00,"normal"
"13Jun2001_04.tab",13/6/2001 07:00:00,13/6/2001 04:00:00,"normal"
"13Jun2001_13.tab",13/6/2001 19:00:00,13/6/2001 13:00:00,"normal"
"13Mar2001_03.tab",13/3/2001 06:00:00,13/3/2001 03:00:00,"normal"
"13Mar2001_15.tab",13/3/2001 18:00:00,13/3/2001 12:00:00,"normal"
"13Mar2002_03.tab",13/3/2002 06:00:00,13/3/2002 03:00:00,"normal"
"13Mar2002_13.tab",13/3/2002 18:00:00,13/3/2002 12:00:00,"normal"
"13May2001_13.tab",13/5/2001 19:00:00,13/5/2001 13:00:00,"normal"
"13Nov2000_02.tab",13/11/2000 06:00:00,13/11/2000 03:00:00,"normal"
"13Nov2000_13.tab",13/11/2000 18:00:00,13/11/2000 12:00:00,"normal"
"13Nov2001_02.tab",13/11/2001 06:00:00,13/11/2001 03:00:00,"normal"
"13Nov2001_14.tab",13/11/2001 18:00:00,13/11/2001 12:00:00,"normal"
"13Oct2000_02.tab",13/10/2000 07:00:00,13/10/2000 04:00:00,"normal"
"13Oct2000_15.tab",13/10/2000 19:00:00,13/10/2000 13:00:00,"normal"
"13Oct2001_03.tab",13/10/2001 07:00:00,13/10/2001 04:00:00,"normal"
"13Oct2001_13.tab",13/10/2001 19:00:00,13/10/2001 13:00:00,"normal"
"13Sep2000_03.tab",13/9/2000 07:00:00,13/9/2000 04:00:00,"normal"
"13Sep2000_14.tab",13/9/2000 19:00:00,13/9/2000 13:00:00,"normal"
"13Sep2001_03.tab",13/9/2001 07:00:00,13/9/2001 04:00:00,"normal"
"13Sep2001_13.tab",13/9/2001 19:00:00,13/9/2001 13:00:00,"normal"
"14Apr2001_04.tab",14/4/2001 07:00:00,14/4/2001 04:00:00,"normal"
"14Apr2001_14.tab",14/4/2001 19:00:00,14/4/2001 13:00:00,"normal"
"14Apr2002_03.tab",14/4/2002 07:00:00,14/4/2002 04:00:00,"normal"
"14Apr2002_14.tab",14/4/2002 19:00:00,14/4/2002 13:00:00,"normal"
"14Aug2000_11.tab",14/8/2000 19:00:00,14/8/2000 13:00:00,"normal"
"14Aug2000_22.tab",15/8/2000 07:00:00,15/8/2000 04:00:00,"normal"
"14Aug2001_13.tab",14/8/2001 19:00:00,14/8/2001 13:00:00,"normal"
"14Dec2000_03.tab",14/12/2000 06:00:00,14/12/2000 03:00:00,"normal"
"14Dec2000_14.tab",14/12/2000 18:00:00,14/12/2000 12:00:00,"normal"
"14Dec2000_17.tab",14/12/2000 18:00:00,14/12/2000 12:00:00,"duplicate"
"14Dec2001_01.tab",14/12/2001 06:00:00,14/12/2001 03:00:00,"normal"
"14Dec2001_16.tab",14/12/2001 18:00:00,14/12/2001 12:00:00,"normal"
"14Feb2002_02.tab",14/2/2002 06:00:00,14/2/2002 03:00:00,"normal"
"14Feb2002_14.tab",14/2/2002 18:00:00,14/2/2002 12:00:00,"normal"
"14Jan2001_02.tab",14/1/2001 06:00:00,14/1/2001 03:00:00,"normal"
"14Jan2001_12.tab",14/1/2001 18:00:00,14/1/2001 12:00:00,"normal"
"14Jul2000.tab",15/7/2000 07:00:00,15/7/2000 04:00:00,"normal"
"14Jul2001_13.tab",14/7/2001 19:00:00,14/7/2001 13:00:00,"normal"
"14Jun2000.tab",15/6/2000 07:00:00,15/6/2000 04:00:00,"normal"
"14Jun2001_04.tab",14/6/2001 07:00:00,14/6/2001 04:00:00,"normal"
"14Jun2001_14.tab",14/6/2001 19:00:00,14/6/2001 13:00:00,"normal"
"14Mar2001_03.tab",14/3/2001 06:00:00,14/3/2001 03:00:00,"normal"
"14Mar2001_15.tab",14/3/2001 18:00:00,14/3/2001 12:00:00,"normal"
"14Mar2002_03.tab",14/3/2002 06:00:00,14/3/2002 03:00:00,"normal"
"14Mar2002_13.tab",14/3/2002 18:00:00,14/3/2002 12:00:00,"normal"
"14May2001_04.tab",14/5/2001 07:00:00,14/5/2001 04:00:00,"normal"
"14May2001_15.tab",14/5/2001 19:00:00,14/5/2001 13:00:00,"normal"
"14Nov2000_02.tab",14/11/2000 06:00:00,14/11/2000 03:00:00,"normal"
"14Nov2000_13.tab",14/11/2000 18:00:00,14/11/2000 12:00:00,"normal"
"14Nov2001_02.tab",14/11/2001 06:00:00,14/11/2001 03:00:00,"normal"
"14Nov2001_14.tab",14/11/2001 18:00:00,14/11/2001 12:00:00,"normal"
"14Oct2000_02.tab",14/10/2000 07:00:00,14/10/2000 04:00:00,"normal"
"14Oct2000_13.tab",14/10/2000 19:00:00,14/10/2000 13:00:00,"normal"
"14Oct2001_03.tab",14/10/2001 07:00:00,14/10/2001 04:00:00,"normal"
"14Oct2001_14.tab",14/10/2001 19:00:00,14/10/2001 13:00:00,"normal"
"14Sep2000_03.tab",14/9/2000 07:00:00,14/9/2000 04:00:00,"normal"
"14Sep2000_14.tab",14/9/2000 19:00:00,14/9/2000 13:00:00,"normal"
"14Sep2001_02.tab",14/9/2001 07:00:00,14/9/2001 04:00:00,"normal"
"14Sep2001_14.tab",14/9/2001 19:00:00,14/9/2001 13:00:00,"normal"
"15Apr2001_04.tab",15/4/2001 07:00:00,15/4/2001 04:00:00,"normal"
"15Apr2001_13.tab",15/4/2001 19:00:00,15/4/2001 13:00:00,"normal"
"15Apr2002_03.tab",15/4/2002 07:00:00,15/4/2002 04:00:00,"normal"
"15Apr2002_14.tab",15/4/2002 19:00:00,15/4/2002 13:00:00,"normal"
"15Apr2002_15.tab",15/4/2002 19:00:00,15/4/2002 13:00:00,"duplicate"
"15Aug2000_11.tab",15/8/2000 19:00:00,15/8/2000 13:00:00,"normal"
"15Aug2000_22.tab",16/8/2000 07:00:00,16/8/2000 04:00:00,"normal"
"15Aug2001_15.tab",15/8/2001 19:00:00,15/8/2001 13:00:00,"normal"
"15Dec2000_03.tab",15/12/2000 06:00:00,15/12/2000 03:00:00,"normal"
"15Dec2000_14.tab",15/12/2000 18:00:00,15/12/2000 12:00:00,"normal"
"15Dec2001_02.tab",15/12/2001 06:00:00,15/12/2001 03:00:00,"normal"
"15Dec2001_15.tab",15/12/2001 18:00:00,15/12/2001 12:00:00,"normal"
"15Feb2002_03.tab",15/2/2002 06:00:00,15/2/2002 03:00:00,"normal"
"15Feb2002_13.tab",15/2/2002 18:00:00,15/2/2002 12:00:00,"normal"
"15Jan2001_02.tab",15/1/2001 06:00:00,15/1/2001 03:00:00,"normal"
"15Jan2001_03.tab",15/1/2001 06:00:00,15/1/2001 03:00:00,"duplicate"
"15Jan2001_15.tab",15/1/2001 18:00:00,15/1/2001 12:00:00,"normal"
"15Jul2000.tab",16/7/2000 07:00:00,16/7/2000 04:00:00,"normal"
"15Jul2001_03.tab",15/7/2001 07:00:00,15/7/2001 04:00:00,"normal"
"15Jul2001_14.tab",15/7/2001 19:00:00,15/7/2001 13:00:00,"normal"
"15Jun2000.tab",16/6/2000 07:00:00,16/6/2000 04:00:00,"normal"
"15Jun2001_04.tab",15/6/2001 07:00:00,15/6/2001 04:00:00,"normal"
"15Jun2001_13.tab",15/6/2001 19:00:00,15/6/2001 13:00:00,"normal"
"15Mar2001_02.tab",15/3/2001 06:00:00,15/3/2001 03:00:00,"normal"
"15Mar2001_15.tab",15/3/2001 18:00:00,15/3/2001 12:00:00,"normal"
"15Mar2002_01.tab",15/3/2002 06:00:00,15/3/2002 03:00:00,"normal"
"15Mar2002_13.tab",15/3/2002 18:00:00,15/3/2002 12:00:00,"normal"
"15May2001_04.tab",15/5/2001 07:00:00,15/5/2001 04:00:00,"normal"
"15May2001_14.tab",15/5/2001 19:00:00,15/5/2001 13:00:00,"normal"
"15Nov2000_02.tab",15/11/2000 06:00:00,15/11/2000 03:00:00,"normal"
"15Nov2000_13.tab",15/11/2000 18:00:00,15/11/2000 12:00:00,"normal"
"15Nov2001_03.tab",15/11/2001 06:00:00,15/11/2001 03:00:00,"normal"
"15Nov2001_15.tab",15/11/2001 18:00:00,15/11/2001 12:00:00,"normal"
"15Oct2000_02.tab",15/10/2000 07:00:00,15/10/2000 04:00:00,"normal"
"15Oct2000_13.tab",,,"empty"
"15Oct2001_03.tab",15/10/2001 07:00:00,15/10/2001 04:00:00,"normal"
"15Oct2001_14.tab",15/10/2001 19:00:00,15/10/2001 13:00:00,"normal"
"15Sep2000_03.tab",15/9/2000 07:00:00,15/9/2000 04:00:00,"normal"
"15Sep2000_14.tab",15/9/2000 19:00:00,15/9/2000 13:00:00,"normal"
"15Sep2001_02.tab",15/9/2001 07:00:00,15/9/2001 04:00:00,"normal"
"15Sep2001_14.tab",,,"empty"
"16Apr2001_04.tab",16/4/2001 07:00:00,16/4/2001 04:00:00,"normal"
"16Apr2001_13.tab",16/4/2001 19:00:00,16/4/2001 13:00:00,"normal"
"16Apr2002_04.tab",16/4/2002 07:00:00,16/4/2002 04:00:00,"normal"
"16Apr2002_14.tab",16/4/2002 19:00:00,16/4/2002 13:00:00,"normal"
"16Apr2002_16.tab",16/4/2002 19:00:00,16/4/2002 13:00:00,"duplicate"
"16Aug2000_11.tab",16/8/2000 19:00:00,16/8/2000 13:00:00,"normal"
"16Aug2000_21.tab",17/8/2000 07:00:00,17/8/2000 04:00:00,"normal"
"16Aug2001_13.tab",16/8/2001 19:00:00,16/8/2001 13:00:00,"normal"
"16Dec2001_02.tab",16/12/2001 06:00:00,16/12/2001 03:00:00,"normal"
"16Dec2001_13.tab",16/12/2001 18:00:00,16/12/2001 12:00:00,"normal"
"16Feb2002_04.tab",16/2/2002 06:00:00,16/2/2002 03:00:00,"normal"
"16Feb2002_14.tab",16/2/2002 18:00:00,16/2/2002 12:00:00,"normal"
"16Jan2001_02.tab",16/1/2001 06:00:00,16/1/2001 03:00:00,"normal"
"16Jan2001_14.tab",16/1/2001 18:00:00,16/1/2001 12:00:00,"normal"
"16Jul2000.tab",17/7/2000 07:00:00,17/7/2000 04:00:00,"normal"
"16Jul2001_13.tab",16/7/2001 19:00:00,16/7/2001 13:00:00,"normal"
"16Jun2000.tab",17/6/2000 07:00:00,17/6/2000 04:00:00,"normal"
"16Jun2001_13.tab",16/6/2001 19:00:00,16/6/2001 13:00:00,"normal"
"16Mar2001_02.tab",16/3/2001 06:00:00,16/3/2001 03:00:00,"normal"
"16Mar2001_15.tab",16/3/2001 18:00:00,16/3/2001 12:00:00,"normal"
"16Mar2002_03.tab",16/3/2002 06:00:00,16/3/2002 03:00:00,"normal"
"16Mar2002_13.tab",16/3/2002 18:00:00,16/3/2002 12:00:00,"normal"
"16May2001_14.tab",16/5/2001 19:00:00,16/5/2001 13:00:00,"normal"
"16Nov2000_02.tab",16/11/2000 06:00:00,16/11/2000 03:00:00,"normal"
"16Nov2000_10.tab",16/11/2000 18:00:00,16/11/2000 12:00:00,"normal"
"16Nov2000_13.tab",16/11/2000 18:00:00,16/11/2000 12:00:00,"duplicate"
"16Nov2001_03.tab",16/11/2001 06:00:00,16/11/2001 03:00:00,"normal"
"16Nov2001_15.tab",16/11/2001 18:00:00,16/11/2001 12:00:00,"normal"
"16Oct2000_02.tab",16/10/2000 07:00:00,16/10/2000 04:00:00,"normal"
"16Oct2000_13.tab",16/10/2000 19:00:00,16/10/2000 13:00:00,"normal"
"16Oct2001_03.tab",16/10/2001 07:00:00,16/10/2001 04:00:00,"normal"
"16Oct2001_14.tab",16/10/2001 19:00:00,16/10/2001 13:00:00,"normal"
"16Sep2000_04.tab",16/9/2000 07:00:00,16/9/2000 04:00:00,"normal"
"16Sep2000_15.tab",16/9/2000 19:00:00,16/9/2000 13:00:00,"normal"
"16Sep2001_02.tab",16/9/2001 07:00:00,16/9/2001 04:00:00,"normal"
"16Sep2001_13.tab",16/9/2001 19:00:00,16/9/2001 13:00:00,"normal"
"17Apr2001_03.tab",17/4/2001 07:00:00,17/4/2001 04:00:00,"normal"
"17Apr2001_13.tab",17/4/2001 19:00:00,17/4/2001 13:00:00,"normal"
"17Apr2002_04.tab",17/4/2002 07:00:00,17/4/2002 04:00:00,"normal"
"17Apr2002_14.tab",17/4/2002 19:00:00,17/4/2002 13:00:00,"normal"
"17Aug2001_14.tab",17/8/2001 19:00:00,17/8/2001 13:00:00,"normal"
"17Dec2000_02.tab",17/12/2000 06:00:00,17/12/2000 03:00:00,"normal"
"17Dec2000_14.tab",17/12/2000 18:00:00,17/12/2000 12:00:00,"normal"
"17Dec2001_03.tab",17/12/2001 06:00:00,17/12/2001 03:00:00,"normal"
"17Dec2001_14.tab",17/12/2001 18:00:00,17/12/2001 12:00:00,"normal"
"17Feb2002_03.tab",17/2/2002 06:00:00,17/2/2002 03:00:00,"normal"
"17Feb2002_13.tab",17/2/2002 18:00:00,17/2/2002 12:00:00,"normal"
"17Jan2001_02.tab",17/1/2001 06:00:00,17/1/2001 03:00:00,"normal"
"17Jan2001_15.tab",17/1/2001 18:00:00,17/1/2001 12:00:00,"normal"
"17Jul2000.tab",18/7/2000 07:00:00,18/7/2000 04:00:00,"normal"
"17Jul2001_05.tab",17/7/2001 07:00:00,17/7/2001 04:00:00,"normal"
"17Jul2001_13.tab",17/7/2001 19:00:00,17/7/2001 13:00:00,"normal"
"17Jun2000.tab",18/6/2000 07:00:00,18/6/2000 04:00:00,"normal"
"17Jun2001_04.tab",17/6/2001 07:00:00,17/6/2001 04:00:00,"normal"
"17Jun2001_13.tab",17/6/2001 19:00:00,17/6/2001 13:00:00,"normal"
"17Mar2001_02.tab",17/3/2001 06:00:00,17/3/2001 03:00:00,"normal"
"17Mar2001_13.tab",17/3/2001 18:00:00,17/3/2001 12:00:00,"normal"
"17Mar2002_01.tab",17/3/2002 06:00:00,17/3/2002 03:00:00,"normal"
"17Mar2002_13.tab",17/3/2002 18:00:00,17/3/2002 12:00:00,"normal"
"17May2001_04.tab",17/5/2001 07:00:00,17/5/2001 04:00:00,"normal"
"17May2001_15.tab",17/5/2001 19:00:00,17/5/2001 13:00:00,"normal"
"17Nov2000_03.tab",17/11/2000 06:00:00,17/11/2000 03:00:00,"normal"
"17Nov2000_13.tab",17/11/2000 18:00:00,17/11/2000 12:00:00,"normal"
"17Nov2001_01.tab",17/11/2001 06:00:00,17/11/2001 03:00:00,"normal"
"17Nov2001_13.tab",17/11/2001 18:00:00,17/11/2001 12:00:00,"normal"
"17Oct2000_02.tab",17/10/2000 07:00:00,17/10/2000 04:00:00,"normal"
"17Oct2000_03.tab",17/10/2000 07:00:00,17/10/2000 04:00:00,"duplicate"
"17Oct2000_13.tab",17/10/2000 19:00:00,17/10/2000 13:00:00,"normal"
"17Oct2001_03.tab",17/10/2001 07:00:00,17/10/2001 04:00:00,"normal"
"17Oct2001_16.tab",17/10/2001 19:00:00,17/10/2001 13:00:00,"normal"
"17Sep2000_04.tab",17/9/2000 07:00:00,17/9/2000 04:00:00,"normal"
"17Sep2000_15.tab",17/9/2000 19:00:00,17/9/2000 13:00:00,"normal"
"17Sep2001_02.tab",17/9/2001 07:00:00,17/9/2001 04:00:00,"normal"
"17Sep2001_16.tab",17/9/2001 19:00:00,17/9/2001 13:00:00,"normal"
"18Apr2001_03.tab",18/4/2001 07:00:00,18/4/2001 04:00:00,"normal"
"18Apr2001_13.tab",18/4/2001 19:00:00,18/4/2001 13:00:00,"normal"
"18Apr2002_03.tab",18/4/2002 07:00:00,18/4/2002 04:00:00,"normal"
"18Apr2002_14.tab",18/4/2002 19:00:00,18/4/2002 13:00:00,"normal"
"18Aug2001_15.tab",18/8/2001 19:00:00,18/8/2001 13:00:00,"normal"
"18Dec2000_01.tab",18/12/2000 06:00:00,18/12/2000 03:00:00,"normal"
"18Dec2000_13.tab",18/12/2000 18:00:00,18/12/2000 12:00:00,"normal"
"18Dec2001_04.tab",18/12/2001 06:00:00,18/12/2001 03:00:00,"normal"
"18Dec2001_14.tab",18/12/2001 18:00:00,18/12/2001 12:00:00,"normal"
"18Feb2002_03.tab",18/2/2002 06:00:00,18/2/2002 03:00:00,"normal"
"18Feb2002_14.tab",18/2/2002 18:00:00,18/2/2002 12:00:00,"normal"
"18Jan2001_15.tab",18/1/2001 18:00:00,18/1/2001 12:00:00,"normal"
"18Jul2000.tab",19/7/2000 07:00:00,19/7/2000 04:00:00,"normal"
"18Jul2001_13.tab",18/7/2001 19:00:00,18/7/2001 13:00:00,"normal"
"18Jun2000.tab",19/6/2000 07:00:00,19/6/2000 04:00:00,"normal"
"18Jun2001_04.tab",18/6/2001 07:00:00,18/6/2001 04:00:00,"normal"
"18Jun2001_13.tab",18/6/2001 19:00:00,18/6/2001 13:00:00,"normal"
"18Mar2001_02.tab",18/3/2001 06:00:00,18/3/2001 03:00:00,"normal"
"18Mar2001_13.tab",18/3/2001 18:00:00,18/3/2001 12:00:00,"normal"
